Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Market Value (M€)
267,Brennan Johnson,wls WAL,FW,Tottenham,23.0,2001,33.0,24.0,2.177,24.2,11.0,3.0,14.0,11.0,0.0,0.0,5.0,0.0,10.4,10.4,2.3,12.7,60.0,71.0,197.0,0.45,0.12,0.58,0.45,0.58,0.43,0.09,0.52,0.43,0.52,40.0
268,Sam Johnstone,eng ENG,GK,Wolves,31.0,1993,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,6.0
269,Curtis Jones,eng ENG,"MF,DF",Liverpool,23.0,2001,33.0,19.0,1.712,19.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,1.0,4.3,4.3,1.1,5.4,30.0,117.0,79.0,0.16,0.16,0.32,0.16,0.32,0.23,0.06,0.29,0.23,0.29,45.0
270,Jorginho,it ITA,MF,Arsenal,32.0,1991,15.0,9.0,704.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.4,0.5,12.0,48.0,6.0,0.00,0.00,0.00,0.00,0.0,0.01,0.05,0.06,0.01,0.06,
271,Diogo Jota,pt POR,FW,Liverpool,27.0,1996,26.0,14.0,1.196,13.3,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,7.9,7.9,1.8,9.8,37.0,34.0,88.0,0.45,0.23,0.68,0.45,0.68,0.60,0.14,0.74,0.60,0.74,
272,James Justin,eng ENG,DF,Leicester City,26.0,1998,36.0,34.0,2.912,32.4,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,1.5,1.5,0.8,2.3,39.0,91.0,96.0,0.06,0.06,0.12,0.06,0.12,0.05,0.03,0.07,0.05,0.07,
273,Filip Jørgensen,dk DEN,GK,Chelsea,22.0,2002,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,18.0
274,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,24.0,1999,6.0,5.0,385.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,1.0,15.0,27.0,0.23,0.00,0.23,0.23,0.23,0.10,0.04,0.14,0.10,0.14,
275,Daichi Kamada,jp JPN,MF,Crystal Palace,27.0,1996,34.0,15.0,1.564,17.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.1,1.1,1.9,3.0,25.0,89.0,56.0,0.00,0.00,0.00,0.00,0.0,0.06,0.11,0.17,0.06,0.17,
Rk,Player,Nation,Pos,Squad,,Born,,,,,,,,,,,,,,,,,,,,Gls,Ast,G+A,G-PK,,xG,xAG,,npxG,npxG+xAG,
276,Boubacar Kamara,fr FRA,MF,Aston Villa,24.0,1999,26.0,20.0,1.726,19.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.9,1.7,19.0,85.0,7.0,0.05,0.00,0.05,0.05,0.05,0.04,0.05,0.09,0.04,0.09,40.0
277,Joachim Kayi Sanda,fr FRA,DF,Southampton,17.0,2006,2.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
278,Michael Kayode,it ITA,DF,Brentford,20.0,2004,12.0,6.0,528.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.2,1.5,12.0,12.0,24.0,0.00,0.17,0.17,0.00,0.17,0.04,0.21,0.25,0.04,0.25,18.0
279,Michael Keane,eng ENG,DF,Everton,31.0,1993,14.0,11.0,1.049,11.7,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.6,0.6,0.1,0.7,1.0,14.0,3.0,0.26,0.00,0.26,0.26,0.26,0.05,0.01,0.06,0.05,0.06,
280,Caoimhín Kelleher,ie IRL,GK,Liverpool,25.0,1998,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,20.0
281,Lloyd Kelly,eng ENG,DF,Newcastle Utd,25.0,1998,10.0,4.0,303.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,0.0,9.0,5.0,0.00,0.30,0.30,0.00,0.3,0.12,0.14,0.26,0.12,0.26,
282,Milos Kerkez,hu HUN,DF,Bournemouth,20.0,2003,38.0,38.0,3.336,37.1,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,0.6,0.5,3.9,4.4,106.0,159.0,197.0,0.05,0.13,0.19,0.05,0.19,0.02,0.10,0.12,0.01,0.12,45.0
283,Bilal El Khannouss,ma MAR,"MF,FW",Leicester City,20.0,2004,32.0,27.0,2.182,24.2,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.3,1.3,4.6,5.8,73.0,128.0,89.0,0.08,0.12,0.21,0.08,0.21,0.05,0.19,0.24,0.05,0.24,
284,Abdukodir Khusanov,uz UZB,DF,Manchester City,20.0,2004,6.0,6.0,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,25.0,2.0,0.00,0.00,0.00,0.00,0.0,0.00,0.02,0.02,0.00,0.02,35.0
285,Max Kilman,eng ENG,DF,West Ham,27.0,1997,38.0,38.0,3.348,37.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.6,1.6,1.2,2.8,31.0,113.0,6.0,0.00,0.03,0.03,0.00,0.03,0.04,0.03,0.08,0.04,0.08,
286,Joshua King,eng ENG,MF,Fulham,17.0,2007,8.0,1.0,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,3.0,9.0,16.0,0.00,0.00,0.00,0.00,0.0,0.22,0.30,0.51,0.22,0.51,
287,Tom King,wls WAL,GK,Wolves,29.0,1995,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,0.2
288,Antonín Kinský,cz CZE,GK,Tottenham,21.0,2003,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.01,0.01,0.00,0.01,15.0
289,Jakub Kiwior,pl POL,DF,Arsenal,24.0,2000,17.0,10.0,1.122,12.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,5.0,48.0,1.0,0.08,0.00,0.08,0.08,0.08,0.01,0.03,0.04,0.01,0.04,28.0
290,Justin Kluivert,nl NED,MF,Bournemouth,25.0,1999,34.0,29.0,2.34,26.0,12.0,6.0,18.0,6.0,6.0,6.0,8.0,0.0,10.3,5.6,4.8,10.5,81.0,105.0,173.0,0.46,0.23,0.69,0.23,0.46,0.40,0.19,0.58,0.22,0.40,35.0
291,Ibrahima Konaté,fr FRA,DF,Liverpool,25.0,1999,31.0,30.0,2.56,28.4,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.7,1.7,1.0,2.7,25.0,115.0,3.0,0.04,0.07,0.11,0.04,0.11,0.06,0.03,0.1,0.06,0.10,60.0
292,Ezri Konsa,eng ENG,DF,Aston Villa,26.0,1997,34.0,33.0,2.936,32.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.3,1.3,0.4,1.7,24.0,90.0,11.0,0.06,0.00,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,35.0
293,Mateo Kovačić,hr CRO,MF,Manchester City,30.0,1994,31.0,25.0,2.198,24.4,6.0,2.0,8.0,6.0,0.0,0.0,5.0,1.0,1.9,1.9,3.6,5.5,56.0,164.0,16.0,0.25,0.08,0.33,0.25,0.33,0.08,0.15,0.23,0.08,0.23,
294,Caleb Kporha,eng ENG,DF,Crystal Palace,18.0,2006,2.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
295,Emil Krafth,se SWE,DF,Newcastle Utd,29.0,1994,12.0,2.0,342.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,5.0,8.0,3.0,0.00,0.00,0.00,0.00,0.0,0.01,0.02,0.03,0.01,0.03,
296,Mohammed Kudus,gh GHA,"FW,MF",West Ham,23.0,2000,32.0,31.0,2.59,28.8,5.0,3.0,8.0,5.0,0.0,0.0,2.0,1.0,6.9,6.9,3.1,10.0,98.0,79.0,216.0,0.17,0.10,0.28,0.17,0.28,0.24,0.11,0.35,0.24,0.35,45.0
297,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24.0,2000,32.0,27.0,2.389,26.5,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,4.2,4.2,6.2,10.4,120.0,124.0,210.0,0.26,0.15,0.41,0.26,0.41,0.16,0.23,0.39,0.16,0.39,50.0
298,Maxence Lacroix,fr FRA,DF,Crystal Palace,24.0,2000,35.0,35.0,3.116,34.6,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,3.4,3.4,1.0,4.4,8.0,65.0,7.0,0.03,0.03,0.06,0.03,0.06,0.10,0.03,0.13,0.10,0.13,25.0
299,Adam Lallana,eng ENG,MF,Southampton,36.0,1988,14.0,5.0,361.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.9,1.1,6.0,24.0,10.0,0.00,0.50,0.50,0.00,0.5,0.04,0.23,0.27,0.04,0.27,
300,Tariq Lamptey,gh GHA,DF,Brighton,23.0,2000,15.0,10.0,860.0,9.6,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.2,32.0,14.0,45.0,0.21,0.21,0.42,0.21,0.42,0.04,0.08,0.12,0.04,0.12,
Rk,Player,Nation,Pos,Squad,,Born,,,,,,,,,,,,,,,,,,,,Gls,Ast,G+A,G-PK,,xG,xAG,,npxG,npxG+xAG,
301,Will Lankshear,eng ENG,"FW,MF",Tottenham,19.0,2005,3.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
302,Roméo Lavia,be BEL,MF,Chelsea,20.0,2004,16.0,11.0,797.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.7,1.0,3.0,31.0,7.0,0.00,0.11,0.11,0.00,0.11,0.03,0.08,0.11,0.03,0.11,40.0
303,Mario Lemina,ga GAB,"MF,DF",Wolves,30.0,1993,17.0,15.0,1.364,15.2,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,1.1,2.5,8.0,48.0,21.0,0.07,0.20,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17,
304,Bernd Leno,de GER,GK,Fulham,32.0,1992,38.0,38.0,3.42,38.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.0,0.00,0.00,10.0
305,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,29.0,1994,33.0,26.0,2.274,25.3,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.1,1.1,1.6,2.7,13.0,97.0,26.0,0.00,0.04,0.04,0.00,0.04,0.04,0.06,0.11,0.04,0.11,
306,Rico Lewis,eng ENG,"DF,MF",Manchester City,19.0,2004,28.0,21.0,1.893,21.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.4,1.4,0.3,1.7,39.0,107.0,78.0,0.05,0.10,0.14,0.05,0.14,0.07,0.02,0.08,0.07,0.08,40.0
307,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23.0,2001,38.0,36.0,3.093,34.4,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,3.1,3.1,3.2,6.3,98.0,98.0,156.0,0.03,0.09,0.12,0.03,0.12,0.09,0.09,0.18,0.09,0.18,23.0
308,Myles Lewis-Skelly,eng ENG,DF,Arsenal,17.0,2006,23.0,15.0,1.369,15.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.2,0.2,0.4,0.6,37.0,71.0,37.0,0.07,0.00,0.07,0.07,0.07,0.01,0.03,0.04,0.01,0.04,45.0
309,Matthijs de Ligt,nl NED,DF,Manchester Utd,24.0,1999,29.0,25.0,2.123,23.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,0.3,2.8,7.0,55.0,6.0,0.08,0.00,0.08,0.08,0.08,0.10,0.01,0.12,0.10,0.12,38.0
310,Pedro Lima,br BRA,DF,Wolves,18.0,2006,3.0,1.0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,4.0,4.0,11.0,0.00,0.00,0.00,0.00,0.0,0.07,0.09,0.16,0.07,0.16,
311,Victor Lindelöf,se SWE,DF,Manchester Utd,30.0,1994,16.0,6.0,704.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,5.0,26.0,4.0,0.00,0.00,0.00,0.00,0.0,0.00,0.01,0.01,0.00,0.01,
312,Jesper Lindstrøm,dk DEN,FW,Everton,24.0,2000,25.0,15.0,1.239,13.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.1,2.1,2.0,4.1,30.0,25.0,81.0,0.00,0.07,0.07,0.00,0.07,0.15,0.15,0.3,0.15,0.30,
313,Valentino Livramento,eng ENG,DF,Newcastle Utd,21.0,2002,37.0,32.0,2.84,31.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,2.6,2.9,83.0,158.0,119.0,0.00,0.03,0.03,0.00,0.03,0.01,0.08,0.09,0.01,0.09,
314,Sean Longstaff,eng ENG,MF,Newcastle Utd,26.0,1997,25.0,8.0,798.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.2,0.8,4.0,40.0,22.0,0.00,0.00,0.00,0.00,0.0,0.07,0.02,0.09,0.07,0.09,20.0
315,Saša Lukić,rs SRB,MF,Fulham,27.0,1996,30.0,28.0,2.344,26.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,0.0,1.2,1.2,2.7,3.9,39.0,98.0,33.0,0.00,0.08,0.08,0.00,0.08,0.04,0.11,0.15,0.04,0.15,14.0
316,Joe Lumley,eng ENG,GK,Southampton,29.0,1995,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
317,Massimo Luongo,au AUS,MF,Ipswich Town,31.0,1992,11.0,2.0,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
318,Ian Maatsen,nl NED,DF,Aston Villa,22.0,2002,29.0,10.0,1.139,12.7,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,2.7,3.6,31.0,50.0,104.0,0.08,0.16,0.24,0.08,0.24,0.07,0.22,0.28,0.07,0.28,28.0
319,Alexis Mac Allister,ar ARG,MF,Liverpool,25.0,1998,35.0,30.0,2.599,28.9,5.0,5.0,10.0,5.0,0.0,0.0,6.0,0.0,2.8,2.8,4.7,7.5,36.0,177.0,80.0,0.17,0.17,0.35,0.17,0.35,0.10,0.16,0.26,0.10,0.26,100.0
320,James Maddison,eng ENG,MF,Tottenham,27.0,1996,31.0,21.0,1.809,20.1,9.0,7.0,16.0,9.0,0.0,0.0,6.0,0.0,5.8,5.8,4.2,10.0,45.0,164.0,95.0,0.45,0.35,0.80,0.45,0.8,0.29,0.21,0.5,0.29,0.50,42.0
321,Noni Madueke,eng ENG,FW,Chelsea,22.0,2002,32.0,27.0,2.033,22.6,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,9.6,9.6,4.2,13.9,154.0,69.0,226.0,0.31,0.13,0.44,0.31,0.44,0.43,0.19,0.61,0.43,0.61,40.0
322,Gabriel Magalhães,br BRA,DF,Arsenal,26.0,1997,28.0,28.0,2.363,26.3,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,2.6,2.6,0.9,3.5,10.0,126.0,11.0,0.11,0.04,0.15,0.11,0.15,0.10,0.03,0.13,0.10,0.13,75.0
323,Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,23.0,2001,8.0,0.0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,13.0,4.0,0.00,0.00,0.00,0.00,0.0,0.09,0.08,0.17,0.09,0.17,
324,Harry Maguire,eng ENG,DF,Manchester Utd,31.0,1993,27.0,19.0,1.758,19.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.8,1.8,0.6,2.4,7.0,51.0,7.0,0.05,0.00,0.05,0.05,0.05,0.09,0.03,0.12,0.09,0.12,
325,Kobbie Mainoo,eng ENG,MF,Manchester Utd,19.0,2005,25.0,19.0,1.651,18.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,1.6,2.3,22.0,65.0,47.0,0.00,0.00,0.00,0.00,0.0,0.04,0.09,0.12,0.04,0.12,50.0
Rk,Player,Nation,Pos,Squad,,Born,,,,,,,,,,,,,,,,,,,,Gls,Ast,G+A,G-PK,,xG,xAG,,npxG,npxG+xAG,
326,Tyrell Malacia,nl NED,DF,Manchester Utd,24.0,1999,3.0,2.0,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.00,0.00,0.00,0.00,0.0,0.00,0.03,0.03,0.00,0.03,
327,Donyell Malen,nl NED,FW,Aston Villa,25.0,1999,14.0,2.0,305.0,3.4,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.2,2.2,0.2,2.4,12.0,6.0,30.0,0.89,0.00,0.89,0.89,0.89,0.64,0.05,0.69,0.64,0.69,25.0
328,Mateus Mane,nan,MF,Wolves,,,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
329,Orel Mangala,be BEL,MF,Everton,26.0,1998,19.0,14.0,1.261,14.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.6,1.8,6.0,34.0,19.0,0.07,0.00,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13,
330,Ryan Manning,ie IRL,"DF,MF",Southampton,28.0,1996,24.0,18.0,1.462,16.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,3.2,3.6,14.0,35.0,74.0,0.00,0.06,0.06,0.00,0.06,0.02,0.20,0.22,0.02,0.22,
